epoch 1 loss: 0.6536941197183397, elapse time: 3.40189528465271
epoch 2 loss: 0.4887988799148136, elapse time: 2.3446884155273438
epoch 3 loss: 0.44035737050904167, elapse time: 2.427042007446289
epoch 4 loss: 0.416737178961436, elapse time: 2.336652994155884
epoch 5 loss: 0.40297098292244804, elapse time: 2.3513107299804688
epoch 6 loss: 0.39335712128215367, elapse time: 2.3362669944763184
epoch 7 loss: 0.384983178642061, elapse time: 2.337524890899658
epoch 8 loss: 0.3777318663067288, elapse time: 2.336615562438965
epoch 9 loss: 0.37193067206276786, elapse time: 2.334589958190918
epoch 10 loss: 0.3673334022363027, elapse time: 2.358391523361206
epoch 11 loss: 0.36293284098307294, elapse time: 2.342738628387451
epoch 12 loss: 0.3599044912391239, elapse time: 2.3404059410095215
epoch 13 loss: 0.35452471176783246, elapse time: 2.48622989654541
epoch 14 loss: 0.3507884078555637, elapse time: 2.408478021621704
epoch 15 loss: 0.3495653635925717, elapse time: 2.5171451568603516
epoch 16 loss: 0.3450174166096581, elapse time: 2.578507423400879
epoch 17 loss: 0.33947568469577366, elapse time: 2.4252219200134277
epoch 18 loss: 0.34056947297520107, elapse time: 2.3464272022247314
epoch 19 loss: 0.3383329113324483, elapse time: 2.3439154624938965
epoch 20 loss: 0.3340671824084388, elapse time: 2.3437516689300537
epoch 21 loss: 0.3316328757339054, elapse time: 2.4382517337799072
epoch 22 loss: 0.33518050114313763, elapse time: 2.381800651550293
epoch 23 loss: 0.331715722878774, elapse time: 2.48606276512146
epoch 24 loss: 0.3346306052472856, elapse time: 2.346911907196045
epoch 25 loss: 0.3270035551653968, elapse time: 2.3473892211914062
epoch 26 loss: 0.3253084421157837, elapse time: 2.3472707271575928
epoch 27 loss: 0.32527102695571053, elapse time: 2.346599578857422
epoch 28 loss: 0.32551244563526577, elapse time: 2.3482096195220947
epoch 29 loss: 0.3204752206802368, elapse time: 2.361804962158203
epoch 30 loss: 0.31933942768308854, elapse time: 2.3469927310943604
epoch 31 loss: 0.3205393718348609, elapse time: 2.3473799228668213
epoch 32 loss: 0.320664730336931, elapse time: 2.3456199169158936
epoch 33 loss: 0.3171766996383667, elapse time: 2.3549704551696777
epoch 34 loss: 0.31559087832768756, elapse time: 2.353778600692749
epoch 35 loss: 0.3185574942164951, elapse time: 2.3517942428588867
epoch 36 loss: 0.316162367661794, elapse time: 2.348313331604004
epoch 37 loss: 0.3138064675860935, elapse time: 2.3499486446380615
epoch 38 loss: 0.31616150008307564, elapse time: 2.3551719188690186
epoch 39 loss: 0.31453003485997516, elapse time: 2.353480577468872
epoch 40 loss: 0.3176010019249386, elapse time: 2.3579564094543457
epoch 41 loss: 0.31120044986406964, elapse time: 2.3513317108154297
epoch 42 loss: 0.31127909819285077, elapse time: 2.3579273223876953
epoch 43 loss: 0.31108340952131486, elapse time: 2.380885601043701
epoch 44 loss: 0.31113071905242073, elapse time: 2.347069501876831
epoch 45 loss: 0.30636154611905414, elapse time: 2.354625940322876
epoch 46 loss: 0.30785826179716325, elapse time: 2.3711628913879395
epoch 47 loss: 0.3049023184511397, elapse time: 2.3514297008514404
epoch 48 loss: 0.3039877911408742, elapse time: 2.3649609088897705
epoch 49 loss: 0.3045518828762902, elapse time: 2.3674299716949463
epoch 50 loss: 0.30169617136319477, elapse time: 2.351048707962036
epoch 51 loss: 0.30327558517456055, elapse time: 2.3542346954345703
epoch 52 loss: 0.30029745565520394, elapse time: 2.3510682582855225
epoch 53 loss: 0.30551499790615505, elapse time: 2.3603675365448
epoch 54 loss: 0.30164286825391984, elapse time: 2.363131046295166
epoch 55 loss: 0.2996042337682512, elapse time: 2.3543214797973633
epoch 56 loss: 0.3029411998060014, elapse time: 2.351367473602295
epoch 57 loss: 0.29795081747902763, elapse time: 2.35790753364563
epoch 58 loss: 0.2989128033320109, elapse time: 2.350465774536133
epoch 59 loss: 0.297068327665329, elapse time: 2.3625528812408447
epoch 60 loss: 0.2956660985946655, elapse time: 2.357731819152832
epoch 61 loss: 0.29224107331699795, elapse time: 2.3635599613189697
epoch 62 loss: 0.2951726151837243, elapse time: 2.354811906814575
epoch 63 loss: 0.29476381341616315, elapse time: 2.350247859954834
epoch 64 loss: 0.29574061764611137, elapse time: 2.3629915714263916
epoch 65 loss: 0.2964739170339372, elapse time: 2.3558263778686523
epoch 66 loss: 0.29379068811734516, elapse time: 2.365292549133301
epoch 67 loss: 0.2935573591126336, elapse time: 2.356516122817993
epoch 68 loss: 0.2932417260275947, elapse time: 2.3550848960876465
epoch 69 loss: 0.2896722952524821, elapse time: 2.362257242202759
epoch 70 loss: 0.2881946365038554, elapse time: 2.371476650238037
epoch 71 loss: 0.29055947727627224, elapse time: 2.358593702316284
epoch 72 loss: 0.2891460061073303, elapse time: 2.354931592941284
epoch 73 loss: 0.2886868715286255, elapse time: 2.3503806591033936
epoch 74 loss: 0.28854455219374764, elapse time: 2.3550078868865967
epoch 75 loss: 0.2862607174449497, elapse time: 2.363175392150879
epoch 76 loss: 0.287497169441647, elapse time: 2.354895830154419
epoch 77 loss: 0.28517495261298287, elapse time: 2.3604490756988525
epoch 78 loss: 0.28884458873007035, elapse time: 2.352346420288086
epoch 79 loss: 0.2864832017156813, elapse time: 2.363626718521118
epoch 80 loss: 0.2873398827181922, elapse time: 2.359388828277588
epoch 81 loss: 0.2850472662183974, elapse time: 2.359994888305664
epoch 82 loss: 0.28503644797537064, elapse time: 2.371337652206421
epoch 83 loss: 0.29097161028120255, elapse time: 2.3592238426208496
epoch 84 loss: 0.28622645139694214, elapse time: 2.3561158180236816
epoch 85 loss: 0.28471561272939044, elapse time: 2.356870174407959
epoch 86 loss: 0.28356314367718166, elapse time: 2.360264539718628
epoch 87 loss: 0.2832142445776198, elapse time: 2.3710081577301025
epoch 88 loss: 0.28407469391822815, elapse time: 2.3699448108673096
epoch 89 loss: 0.2826331588957045, elapse time: 2.3529164791107178
epoch 90 loss: 0.2799508008692, elapse time: 2.359196186065674
epoch 91 loss: 0.2801957262886895, elapse time: 2.361466884613037
epoch 92 loss: 0.2811022334628635, elapse time: 2.353389263153076
epoch 93 loss: 0.2836097180843353, elapse time: 2.356091022491455
epoch 94 loss: 0.2850037217140198, elapse time: 2.3569421768188477
epoch 95 loss: 0.2785068816608853, elapse time: 2.3598990440368652
epoch 96 loss: 0.27742959724532235, elapse time: 2.361974000930786
epoch 97 loss: 0.2781888677014245, elapse time: 2.354200839996338
epoch 98 loss: 0.2812514536910587, elapse time: 2.3586905002593994
epoch 99 loss: 0.2788933349980248, elapse time: 2.3571956157684326
epoch 100 loss: 0.2812703185611301, elapse time: 2.36623477935791
epoch 101 loss: 0.2820951011445787, elapse time: 2.3646609783172607
epoch 102 loss: 0.27720465262730914, elapse time: 2.361837863922119
epoch 103 loss: 0.2736481991079118, elapse time: 2.361738920211792
epoch 104 loss: 0.2708236508899265, elapse time: 2.354469060897827
epoch 105 loss: 0.2747873928811815, elapse time: 2.359844207763672
epoch 106 loss: 0.27596070369084674, elapse time: 2.354673385620117
epoch 107 loss: 0.2794217632876502, elapse time: 2.3579235076904297
epoch 108 loss: 0.2756766809357537, elapse time: 2.3581185340881348
epoch 109 loss: 0.27892038888401455, elapse time: 2.3615620136260986
epoch 110 loss: 0.27074066135618424, elapse time: 2.3631460666656494
epoch 111 loss: 0.2720967067612542, elapse time: 2.3659744262695312
epoch 112 loss: 0.2772732939985063, elapse time: 2.365880250930786
epoch 113 loss: 0.27705169055196976, elapse time: 2.3604233264923096
epoch 114 loss: 0.27437329954571194, elapse time: 2.356691598892212
epoch 115 loss: 0.2726680768860711, elapse time: 2.355903148651123
epoch 116 loss: 0.2752939628230201, elapse time: 2.366161584854126
epoch 117 loss: 0.2677006489700741, elapse time: 2.3558826446533203
epoch 118 loss: 0.26975248919592965, elapse time: 2.35012149810791
epoch 119 loss: 0.2661517560482025, elapse time: 2.3599069118499756
epoch 120 loss: 0.2655184798770481, elapse time: 2.3677103519439697
epoch 121 loss: 0.26897607578171623, elapse time: 2.358525276184082
epoch 122 loss: 0.2655513087908427, elapse time: 2.3545126914978027
epoch 123 loss: 0.26678623259067535, elapse time: 2.35502552986145
epoch 124 loss: 0.26726793580585056, elapse time: 2.3525338172912598
epoch 125 loss: 0.26522090203232235, elapse time: 2.3578975200653076
epoch 126 loss: 0.2631320158640544, elapse time: 2.358990430831909
epoch 127 loss: 0.26580464508798385, elapse time: 2.360034942626953
epoch 128 loss: 0.2669622583521737, elapse time: 2.3643639087677
epoch 129 loss: 0.26409419708781773, elapse time: 2.355578899383545
epoch 130 loss: 0.26355129811498856, elapse time: 2.3586392402648926
epoch 131 loss: 0.2670849064985911, elapse time: 2.3625564575195312
epoch 132 loss: 0.2648257282045152, elapse time: 2.364412307739258
epoch 133 loss: 0.2671274145444234, elapse time: 2.3532028198242188
epoch 134 loss: 0.26569511824183994, elapse time: 2.3617665767669678
epoch 135 loss: 0.26464049683676827, elapse time: 2.380535125732422
epoch 136 loss: 0.2639938924047682, elapse time: 2.3906924724578857
epoch 137 loss: 0.2648616499370999, elapse time: 2.3575172424316406
epoch 138 loss: 0.263928406768375, elapse time: 2.358166456222534
epoch 139 loss: 0.2607629895210266, elapse time: 2.3624446392059326
epoch 140 loss: 0.2640624956952201, elapse time: 2.3585312366485596
epoch 141 loss: 0.25960540771484375, elapse time: 2.355760097503662
epoch 142 loss: 0.2591538313362334, elapse time: 2.3745341300964355
epoch 143 loss: 0.25889557268884444, elapse time: 2.357741117477417
epoch 144 loss: 0.262339464492268, elapse time: 2.3575069904327393
epoch 145 loss: 0.26730262405342525, elapse time: 2.354797601699829
epoch 146 loss: 0.2605147709449132, elapse time: 2.365346670150757
epoch 147 loss: 0.26460690961943734, elapse time: 2.356851577758789
epoch 148 loss: 0.25969064732392627, elapse time: 2.3646273612976074
epoch 149 loss: 0.25978506604830426, elapse time: 2.374025821685791
epoch 150 loss: 0.26057736741171944, elapse time: 2.358900308609009
epoch 151 loss: 0.25756142205662197, elapse time: 2.3614916801452637
epoch 152 loss: 0.25953608254591626, elapse time: 2.356041669845581
epoch 153 loss: 0.26075487666659886, elapse time: 2.3585164546966553
epoch 154 loss: 0.2529087050093545, elapse time: 2.3622734546661377
epoch 155 loss: 0.25659101870324874, elapse time: 2.3565750122070312
epoch 156 loss: 0.25389230582449174, elapse time: 2.354792594909668
epoch 157 loss: 0.25878699123859406, elapse time: 2.3532040119171143
epoch 158 loss: 0.25607973171605003, elapse time: 2.358534812927246
epoch 159 loss: 0.2577271974749035, elapse time: 2.3585920333862305
epoch 160 loss: 0.2602478331989712, elapse time: 2.3655173778533936
epoch 161 loss: 0.26093293726444244, elapse time: 2.355463743209839
epoch 162 loss: 0.2572669568989012, elapse time: 2.3598134517669678
epoch 163 loss: 0.25653035938739777, elapse time: 2.3588497638702393
epoch 164 loss: 0.2516096482674281, elapse time: 2.3588578701019287
epoch 165 loss: 0.2572117331955168, elapse time: 2.3612923622131348
epoch 166 loss: 0.254736516210768, elapse time: 2.3596649169921875
epoch 167 loss: 0.2556961129109065, elapse time: 2.363208055496216
epoch 168 loss: 0.2596339401271608, elapse time: 2.357067823410034
epoch 169 loss: 0.25293726722399396, elapse time: 2.360597848892212
epoch 170 loss: 0.2534029417567783, elapse time: 2.355888843536377
epoch 171 loss: 0.2537590165932973, elapse time: 2.3619797229766846
epoch 172 loss: 0.25572363204426235, elapse time: 2.3721141815185547
epoch 173 loss: 0.26003557278050315, elapse time: 2.3660128116607666
epoch 174 loss: 0.25731896691852146, elapse time: 2.3515148162841797
epoch 175 loss: 0.2560785777038998, elapse time: 2.358339786529541
epoch 176 loss: 0.2541238483455446, elapse time: 2.3588645458221436
epoch 177 loss: 0.2522473136583964, elapse time: 2.3657357692718506
epoch 178 loss: 0.25312314762009513, elapse time: 2.3635196685791016
epoch 179 loss: 0.25386876198980546, elapse time: 2.357776641845703
epoch 180 loss: 0.24831786586178672, elapse time: 2.3569436073303223
epoch 181 loss: 0.24810130728615654, elapse time: 2.3757834434509277
epoch 182 loss: 0.24646325574980843, elapse time: 2.36862850189209
epoch 183 loss: 0.24626229206720987, elapse time: 2.354879379272461
epoch 184 loss: 0.2486141324043274, elapse time: 2.3548803329467773
epoch 185 loss: 0.24907341765032875, elapse time: 2.366072654724121
epoch 186 loss: 0.24882767763402727, elapse time: 2.365116834640503
epoch 187 loss: 0.24955077634917366, elapse time: 2.355976104736328
epoch 188 loss: 0.24850250780582428, elapse time: 2.3565027713775635
epoch 189 loss: 0.24689961804283989, elapse time: 2.4064223766326904
epoch 190 loss: 0.2460715671380361, elapse time: 2.3581738471984863
epoch 191 loss: 0.2465512471066581, elapse time: 2.3577497005462646
epoch 192 loss: 0.24547615978452894, elapse time: 2.3616697788238525
epoch 193 loss: 0.24759522245989907, elapse time: 2.360105514526367
epoch 194 loss: 0.24537627564536202, elapse time: 2.373248338699341
epoch 195 loss: 0.25033676127592724, elapse time: 2.365201711654663
epoch 196 loss: 0.2484448386563195, elapse time: 2.361011266708374
epoch 197 loss: 0.2537402543756697, elapse time: 2.3724913597106934
epoch 198 loss: 0.2532488654057185, elapse time: 2.3651866912841797
epoch 199 loss: 0.2500124391582277, elapse time: 2.3616347312927246
epoch 200 loss: 0.24512377546893227, elapse time: 2.360023260116577
epoch 201 loss: 0.24302451974815792, elapse time: 2.359257221221924
epoch 202 loss: 0.24574009908570182, elapse time: 2.3578598499298096
epoch 203 loss: 0.2438135478231642, elapse time: 2.3583779335021973
epoch 204 loss: 0.2455677886803945, elapse time: 2.359816312789917
epoch 205 loss: 0.24800482226742637, elapse time: 2.36954665184021
epoch 206 loss: 0.24798219899336496, elapse time: 2.3614513874053955
epoch 207 loss: 0.24345959226290384, elapse time: 2.366483688354492
epoch 208 loss: 0.24540854493776956, elapse time: 2.3594980239868164
epoch 209 loss: 0.24580038752820757, elapse time: 2.36246657371521
epoch 210 loss: 0.24209673702716827, elapse time: 2.3590493202209473
epoch 211 loss: 0.23984314832422468, elapse time: 2.3609912395477295
epoch 212 loss: 0.24110709793037838, elapse time: 2.353416919708252
epoch 213 loss: 0.24173279603322348, elapse time: 2.3599002361297607
epoch 214 loss: 0.24329977399773067, elapse time: 2.360295295715332
epoch 215 loss: 0.24380516509215036, elapse time: 2.3555338382720947
epoch 216 loss: 0.24260981380939484, elapse time: 2.3665976524353027
epoch 217 loss: 0.24166676070955065, elapse time: 2.367870807647705
epoch 218 loss: 0.23975740869839987, elapse time: 2.3682312965393066
epoch 219 loss: 0.2379670954412884, elapse time: 2.360964298248291
epoch 220 loss: 0.24004189007812077, elapse time: 2.364339828491211
epoch 221 loss: 0.24026057951980168, elapse time: 2.3621842861175537
epoch 222 loss: 0.245019824968444, elapse time: 2.359217882156372
epoch 223 loss: 0.24155683484342363, elapse time: 2.3577728271484375
epoch 224 loss: 0.23796131875779894, elapse time: 2.3524153232574463
epoch 225 loss: 0.23511975838078392, elapse time: 2.365203380584717
epoch 226 loss: 0.23901072144508362, elapse time: 2.354512929916382
epoch 227 loss: 0.23732835385534498, elapse time: 2.3671278953552246
epoch 228 loss: 0.23752078082826403, elapse time: 2.356907367706299
epoch 229 loss: 0.2389168358511395, elapse time: 2.368460178375244
epoch 230 loss: 0.23917476336161295, elapse time: 2.390594482421875
epoch 231 loss: 0.2371229115459654, elapse time: 2.3620681762695312
epoch 232 loss: 0.23919928405019972, elapse time: 2.366917610168457
epoch 233 loss: 0.24009120133188036, elapse time: 2.3547258377075195
epoch 234 loss: 0.23805194099744162, elapse time: 2.3605024814605713
epoch 235 loss: 0.23675369719664255, elapse time: 2.3617942333221436
epoch 236 loss: 0.23449291288852692, elapse time: 2.354890823364258
epoch 237 loss: 0.2403776894013087, elapse time: 2.3609378337860107
epoch 238 loss: 0.23794964452584585, elapse time: 2.3571598529815674
epoch 239 loss: 0.239233351416058, elapse time: 2.3672757148742676
epoch 240 loss: 0.23780397242969936, elapse time: 2.3558623790740967
epoch 241 loss: 0.2377482470538881, elapse time: 2.367318630218506
epoch 242 loss: 0.235116312901179, elapse time: 2.354170560836792
epoch 243 loss: 0.23679988748497433, elapse time: 2.370532274246216
epoch 244 loss: 0.2395515971713596, elapse time: 2.356670618057251
epoch 245 loss: 0.23877268698480394, elapse time: 2.38559889793396
epoch 246 loss: 0.2397733281056086, elapse time: 2.358886957168579
epoch 247 loss: 0.238780172334777, elapse time: 2.3578004837036133
epoch 248 loss: 0.23599855270650652, elapse time: 2.3627235889434814
epoch 249 loss: 0.23744445542494455, elapse time: 2.354844570159912
epoch 250 loss: 0.2353051569726732, elapse time: 2.3541595935821533
epoch 251 loss: 0.23234424822860295, elapse time: 2.3505184650421143
epoch 252 loss: 0.2335403561592102, elapse time: 2.3735744953155518
epoch 253 loss: 0.23266812331146663, elapse time: 2.3873133659362793
epoch 254 loss: 0.23336608873473275, elapse time: 2.3588194847106934
epoch 255 loss: 0.23259127305613625, elapse time: 2.3567707538604736
epoch 256 loss: 0.23628178735574087, elapse time: 2.356755495071411
epoch 257 loss: 0.23659313221772513, elapse time: 2.3579258918762207
epoch 258 loss: 0.23405635356903076, elapse time: 2.3835809230804443
epoch 259 loss: 0.2336117062303755, elapse time: 2.3555283546447754
epoch 260 loss: 0.23062945902347565, elapse time: 2.3556408882141113
