epoch 261 loss: 0.230819015039338, elapse time: 2.3537299633026123
epoch 262 loss: 0.23188864522510105, elapse time: 2.3633267879486084
epoch 263 loss: 0.23374424874782562, elapse time: 2.367009162902832
epoch 264 loss: 0.23132319748401642, elapse time: 2.357372522354126
epoch 265 loss: 0.23878457645575205, elapse time: 2.360368251800537
epoch 266 loss: 0.23707092801729837, elapse time: 2.3564374446868896
epoch 267 loss: 0.23329398863845402, elapse time: 2.3719348907470703
epoch 268 loss: 0.23315523233678606, elapse time: 2.3552305698394775
epoch 269 loss: 0.23027615911430782, elapse time: 2.362607002258301
epoch 270 loss: 0.2307697766356998, elapse time: 2.4791829586029053
epoch 271 loss: 0.2334599710173077, elapse time: 2.3820745944976807
epoch 272 loss: 0.23179063035382164, elapse time: 2.363468647003174
epoch 273 loss: 0.231490112013287, elapse time: 2.355132818222046
epoch 274 loss: 0.2328110718064838, elapse time: 2.3638806343078613
epoch 275 loss: 0.23101626833279928, elapse time: 2.362433910369873
epoch 276 loss: 0.227576634950108, elapse time: 2.3701930046081543
epoch 277 loss: 0.22763142320844862, elapse time: 2.3611345291137695
epoch 278 loss: 0.22996844351291656, elapse time: 2.361642837524414
epoch 279 loss: 0.234737581676907, elapse time: 2.351539134979248
epoch 280 loss: 0.24378076857990688, elapse time: 2.3589541912078857
epoch 281 loss: 0.23793583114941916, elapse time: 2.3609445095062256
epoch 282 loss: 0.23683001928859287, elapse time: 2.3611011505126953
epoch 283 loss: 0.23540143171946207, elapse time: 2.358480215072632
epoch 284 loss: 0.23512025674184164, elapse time: 2.3614490032196045
epoch 285 loss: 0.23839832180076176, elapse time: 2.3509907722473145
epoch 286 loss: 0.23158068789376152, elapse time: 2.3504576683044434
epoch 287 loss: 0.23143110507064396, elapse time: 2.3688645362854004
epoch 288 loss: 0.2289805163939794, elapse time: 2.366220474243164
epoch 289 loss: 0.2333681815200382, elapse time: 2.3519744873046875
epoch 290 loss: 0.22891385356585184, elapse time: 2.3559863567352295
epoch 291 loss: 0.22910986840724945, elapse time: 2.356818675994873
epoch 292 loss: 0.230214794476827, elapse time: 2.3672478199005127
epoch 293 loss: 0.22847596142027113, elapse time: 2.3530783653259277
epoch 294 loss: 0.22676850193076664, elapse time: 2.360485792160034
epoch 295 loss: 0.23051231933964622, elapse time: 2.3530757427215576
epoch 296 loss: 0.22600460714764065, elapse time: 2.3531296253204346
epoch 297 loss: 0.22621557778782314, elapse time: 2.356339931488037
epoch 298 loss: 0.22478971547550625, elapse time: 2.390164375305176
epoch 299 loss: 0.22736535635259417, elapse time: 2.35524320602417
epoch 300 loss: 0.22815084788534376, elapse time: 2.3582141399383545
epoch 301 loss: 0.2295488781399197, elapse time: 2.3605997562408447
epoch 302 loss: 0.2231963723897934, elapse time: 2.3532190322875977
epoch 303 loss: 0.2241609295209249, elapse time: 2.3600351810455322
epoch 304 loss: 0.22676830987135568, elapse time: 2.363948345184326
epoch 305 loss: 0.22358403272098964, elapse time: 2.3641114234924316
epoch 306 loss: 0.22990152405367958, elapse time: 2.3779897689819336
epoch 307 loss: 0.22588918606440225, elapse time: 2.3610141277313232
epoch 308 loss: 0.22850023210048676, elapse time: 2.3551180362701416
epoch 309 loss: 0.2264076785908805, elapse time: 2.3544931411743164
epoch 310 loss: 0.22782225575711992, elapse time: 2.379087448120117
epoch 311 loss: 0.22428876161575317, elapse time: 2.3546030521392822
epoch 312 loss: 0.22649782399336496, elapse time: 2.349133014678955
epoch 313 loss: 0.23163532382912105, elapse time: 2.3688881397247314
epoch 314 loss: 0.22920372088750204, elapse time: 2.357999563217163
epoch 315 loss: 0.22871488995022243, elapse time: 2.3599958419799805
epoch 316 loss: 0.22501959237787458, elapse time: 2.3647117614746094
epoch 317 loss: 0.22331850065125358, elapse time: 2.3572402000427246
epoch 318 loss: 0.22414182788795894, elapse time: 2.3571617603302
epoch 319 loss: 0.22347939842277104, elapse time: 2.375019073486328
epoch 320 loss: 0.2217071470287111, elapse time: 2.360466241836548
epoch 321 loss: 0.22705334424972534, elapse time: 2.358935832977295
epoch 322 loss: 0.2243234564860662, elapse time: 2.368220806121826
epoch 323 loss: 0.22184804413053724, elapse time: 2.365985155105591
epoch 324 loss: 0.22413700156741673, elapse time: 2.357830286026001
epoch 325 loss: 0.22832916345861223, elapse time: 2.3529531955718994
epoch 326 loss: 0.22571896844440037, elapse time: 2.3598620891571045
epoch 327 loss: 0.22539308667182922, elapse time: 2.3653550148010254
epoch 328 loss: 0.22612853182686699, elapse time: 2.357973098754883
epoch 329 loss: 0.22218821114963955, elapse time: 2.3629515171051025
epoch 330 loss: 0.22388731936613718, elapse time: 2.356989622116089
epoch 331 loss: 0.22395231326421103, elapse time: 2.3622310161590576
epoch 332 loss: 0.22027692364321816, elapse time: 2.3594272136688232
epoch 333 loss: 0.2220976104338964, elapse time: 2.363785743713379
epoch 334 loss: 0.22289440698093838, elapse time: 2.355416774749756
epoch 335 loss: 0.22072732117440966, elapse time: 2.3578848838806152
epoch 336 loss: 0.22090652253892687, elapse time: 2.360485792160034
epoch 337 loss: 0.22290989425447252, elapse time: 2.3565218448638916
epoch 338 loss: 0.22259360717402565, elapse time: 2.356027126312256
epoch 339 loss: 0.22394179966714647, elapse time: 2.3517963886260986
epoch 340 loss: 0.2219206773572498, elapse time: 2.3621561527252197
epoch 341 loss: 0.22856508195400238, elapse time: 2.3625142574310303
epoch 342 loss: 0.2223522745900684, elapse time: 2.3549392223358154
epoch 343 loss: 0.2239925397766961, elapse time: 2.352714776992798
epoch 344 loss: 0.22334717545244429, elapse time: 2.362032413482666
epoch 345 loss: 0.22259046137332916, elapse time: 2.3560197353363037
epoch 346 loss: 0.22724532749917772, elapse time: 2.3546395301818848
epoch 347 loss: 0.22844885620805952, elapse time: 2.3575806617736816
epoch 348 loss: 0.22640998495949638, elapse time: 2.359683036804199
epoch 349 loss: 0.22438425653510624, elapse time: 2.373779535293579
epoch 350 loss: 0.22157911956310272, elapse time: 2.3575336933135986
epoch 351 loss: 0.22242714795801374, elapse time: 2.3647115230560303
epoch 352 loss: 0.22030247416761187, elapse time: 2.3673338890075684
epoch 353 loss: 0.21844042672051323, elapse time: 2.3602309226989746
epoch 354 loss: 0.2181392080254025, elapse time: 2.3630406856536865
epoch 355 loss: 0.2213496979739931, elapse time: 2.3635010719299316
epoch 356 loss: 0.22484468585915035, elapse time: 2.3611040115356445
epoch 357 loss: 0.21721704635355207, elapse time: 2.360283374786377
epoch 358 loss: 0.2239636613263024, elapse time: 2.3617756366729736
epoch 359 loss: 0.22017726964420742, elapse time: 2.352607488632202
epoch 360 loss: 0.22060713337527382, elapse time: 2.357076644897461
epoch 361 loss: 0.22076335549354553, elapse time: 2.3642451763153076
epoch 362 loss: 0.2256205611758762, elapse time: 2.3625152111053467
epoch 363 loss: 0.22298199931780496, elapse time: 2.3638648986816406
epoch 364 loss: 0.21996494134267172, elapse time: 2.3628079891204834
epoch 365 loss: 0.2161129034227795, elapse time: 2.3556058406829834
epoch 366 loss: 0.22351101537545523, elapse time: 2.3653903007507324
epoch 367 loss: 0.2215498619609409, elapse time: 2.3576393127441406
epoch 368 loss: 0.21834548976686266, elapse time: 2.361112356185913
epoch 369 loss: 0.2173576056957245, elapse time: 2.36051607131958
epoch 370 loss: 0.21876296235455406, elapse time: 2.3574867248535156
epoch 371 loss: 0.2215045624309116, elapse time: 2.358811855316162
epoch 372 loss: 0.22053714427683088, elapse time: 2.351956367492676
epoch 373 loss: 0.2212400866879357, elapse time: 2.3861255645751953
epoch 374 loss: 0.22178551389111412, elapse time: 2.3610599040985107
epoch 375 loss: 0.22085359361436632, elapse time: 2.36303973197937
epoch 376 loss: 0.21940072211954328, elapse time: 2.419278621673584
epoch 377 loss: 0.21936787333753374, elapse time: 2.357370138168335
epoch 378 loss: 0.22317760354942745, elapse time: 2.360438823699951
epoch 379 loss: 0.21778077880541483, elapse time: 2.3608922958374023
epoch 380 loss: 0.2168037345012029, elapse time: 2.3602356910705566
epoch 381 loss: 0.21632613407240975, elapse time: 2.357802152633667
epoch 382 loss: 0.2150810675488578, elapse time: 2.358989953994751
epoch 383 loss: 0.21749260193771786, elapse time: 2.361922025680542
epoch 384 loss: 0.2205245958434211, elapse time: 2.367516279220581
epoch 385 loss: 0.22266928686036003, elapse time: 2.3622303009033203
epoch 386 loss: 0.2185697919792599, elapse time: 2.3555822372436523
epoch 387 loss: 0.21386681662665474, elapse time: 2.367279291152954
epoch 388 loss: 0.21297352347109053, elapse time: 2.361377000808716
epoch 389 loss: 0.21716584265232086, elapse time: 2.3559370040893555
epoch 390 loss: 0.22029020720058018, elapse time: 2.3660993576049805
epoch 391 loss: 0.21527579923470816, elapse time: 2.3563404083251953
epoch 392 loss: 0.21491489973333147, elapse time: 2.3749301433563232
epoch 393 loss: 0.2161710560321808, elapse time: 2.366016387939453
epoch 394 loss: 0.22036856578456032, elapse time: 2.3862476348876953
epoch 395 loss: 0.21801651683118609, elapse time: 2.354571580886841
epoch 396 loss: 0.22032003435823652, elapse time: 2.352322578430176
epoch 397 loss: 0.2184881286488639, elapse time: 2.356374740600586
epoch 398 loss: 0.21571729911698234, elapse time: 2.360285758972168
epoch 399 loss: 0.21295382579167685, elapse time: 2.3692679405212402
epoch 400 loss: 0.21406763957606423, elapse time: 2.383272647857666
epoch 401 loss: 0.21233877705203164, elapse time: 2.355746030807495
epoch 402 loss: 0.21604929698838127, elapse time: 2.358065128326416
epoch 403 loss: 0.2157681402232912, elapse time: 2.3599398136138916
epoch 404 loss: 0.21769711871941885, elapse time: 2.358656883239746
epoch 405 loss: 0.2180626524819268, elapse time: 2.3558335304260254
epoch 406 loss: 0.21909921864668527, elapse time: 2.366076707839966
epoch 407 loss: 0.2142819662888845, elapse time: 2.3523457050323486
epoch 408 loss: 0.2149311767684089, elapse time: 2.361097574234009
epoch 409 loss: 0.21870171692636278, elapse time: 2.3612067699432373
epoch 410 loss: 0.21741709444257948, elapse time: 2.372257709503174
epoch 411 loss: 0.2156367219156689, elapse time: 2.3586220741271973
epoch 412 loss: 0.21651624639829, elapse time: 2.355696201324463
epoch 413 loss: 0.21366827024353874, elapse time: 2.354816436767578
epoch 414 loss: 0.21549708975685966, elapse time: 2.359048843383789
epoch 415 loss: 0.2153455118338267, elapse time: 2.361778974533081
epoch 416 loss: 0.21682654321193695, elapse time: 2.3622570037841797
epoch 417 loss: 0.2145512964990404, elapse time: 2.3726699352264404
epoch 418 loss: 0.2129134734471639, elapse time: 2.3623244762420654
