Epoch,IOU_Train,IOU_Val
1147,0.7861,0.3514
1148,0.7860,0.3538
1149,0.7859,0.2692
1150,0.7861,0.3955
1151,0.7861,0.4195
1152,0.7858,0.4223
1153,0.7862,0.4237
1154,0.7863,0.4848
1155,0.7862,0.3310
1156,0.7861,0.3779
1157,0.7862,0.4021
1158,0.7861,0.3313
1159,0.7859,0.3675
1160,0.7862,0.3906
1161,0.7861,0.4685
1162,0.7866,0.4350
1163,0.7865,0.4303
1164,0.7864,0.4163
1165,0.7866,0.3744
1166,0.7864,0.4108
1167,0.7865,0.3104
1168,0.7866,0.3432
1169,0.7866,0.3688
1170,0.7862,0.4305
1171,0.7864,0.4139
1172,0.7863,0.4294
1173,0.7865,0.3679
1174,0.7868,0.4505
1175,0.7868,0.3679
1176,0.7864,0.4299
1177,0.7867,0.3766
1178,0.7869,0.4514
1179,0.7870,0.3022
1180,0.7864,0.4420
1181,0.7865,0.3338
1182,0.7864,0.4291
1183,0.7866,0.3221
1184,0.7867,0.3566
1185,0.7865,0.3759
1186,0.7867,0.4197
1187,0.7868,0.4678
1188,0.7861,0.3078
1189,0.7872,0.4216
1190,0.7868,0.4567
1191,0.7868,0.4067
1192,0.7866,0.4557
1193,0.7869,0.3044
1194,0.7871,0.2886
1195,0.7868,0.4392
1196,0.7868,0.3558
1197,0.7867,0.4279
1198,0.7869,0.3209
1199,0.7871,0.4280
1200,0.7870,0.3669
1201,0.7867,0.4078
1202,0.7864,0.2971
1203,0.7873,0.3611
1204,0.7868,0.3360
1205,0.7866,0.4191
1206,0.7867,0.3752
1207,0.7871,0.3700
1208,0.7874,0.3794
1209,0.7869,0.3926
1210,0.7868,0.3707
1211,0.7871,0.3686
1212,0.7870,0.4276
1213,0.7867,0.4121
1214,0.7869,0.3192
1215,0.7873,0.4497
1216,0.7873,0.3868
1217,0.7871,0.4401
1218,0.7866,0.2584
1219,0.7872,0.3832
1220,0.7870,0.4492
1221,0.7871,0.3484
1222,0.7873,0.3883
1223,0.7873,0.3401
1224,0.7871,0.4220
1225,0.7871,0.4057
1226,0.7872,0.3985
1227,0.7874,0.4827
1228,0.7872,0.3487
1229,0.7873,0.3827
1230,0.7872,0.3284
1231,0.7873,0.4227
1232,0.7875,0.3493
1233,0.7873,0.3191
1234,0.7872,0.3716
1235,0.7873,0.3044
1236,0.7873,0.4402
1237,0.7870,0.3453
1238,0.7876,0.3202
1239,0.7877,0.4564
1240,0.7872,0.3447
1241,0.7876,0.3248
1242,0.7874,0.2415
1243,0.7873,0.4025
1244,0.7874,0.4522
1245,0.7870,0.4364
1246,0.7877,0.2711
1247,0.7876,0.4278
1248,0.7875,0.4436
1249,0.7874,0.4930
1250,0.7876,0.3401
1251,0.7875,0.3882
1252,0.7877,0.3217
1253,0.7875,0.3883
1254,0.7878,0.3456
1255,0.7878,0.4304
1256,0.7876,0.4425
1257,0.7876,0.4004
1258,0.7877,0.3893
1259,0.7877,0.3890
1260,0.7875,0.3577
1261,0.7880,0.3659
1262,0.7876,0.3371
1263,0.7877,0.3908
1264,0.7879,0.3236
1265,0.7877,0.4082
1266,0.7880,0.3747
1267,0.7876,0.3683
1268,0.7877,0.4516
1269,0.7876,0.3022
1270,0.7875,0.3204
1271,0.7878,0.3363
1272,0.7878,0.3896
1273,0.7880,0.4327
1274,0.7883,0.4069
1275,0.7878,0.3455
1276,0.7877,0.4240
1277,0.7878,0.4196
1278,0.7880,0.3340
1279,0.7877,0.3895
1280,0.7882,0.3336
1281,0.7877,0.4212
1282,0.7882,0.3435
1283,0.7877,0.2920
1284,0.7881,0.4356
1285,0.7886,0.4387
1286,0.7878,0.2092
1287,0.7882,0.4139
1288,0.7883,0.3491
1289,0.7882,0.4021
1290,0.7880,0.3889
1291,0.7876,0.4349
1292,0.7882,0.4126
1293,0.7883,0.3369
1294,0.7881,0.4828
1295,0.7880,0.3748
1296,0.7884,0.1960
1297,0.7881,0.3744
1298,0.7881,0.3679
1299,0.7882,0.2821
1300,0.7881,0.3339
1301,0.7882,0.4704
1302,0.7883,0.4436
1303,0.7884,0.3482
1304,0.7881,0.4517
1305,0.7882,0.4165
1306,0.7882,0.3967
1307,0.7884,0.3544
1308,0.7882,0.4214
1309,0.7883,0.4349
1310,0.7886,0.3216
1311,0.7884,0.3936
1312,0.7886,0.4022
1313,0.7882,0.4275
1314,0.7886,0.4059
1315,0.7886,0.3561
1316,0.7883,0.3453
1317,0.7882,0.4628
1318,0.7885,0.3688
1319,0.7884,0.3441
1320,0.7884,0.3283
1321,0.7886,0.3596
1322,0.7882,0.4094
1323,0.7886,0.3442
1324,0.7888,0.4353
1325,0.7889,0.3702
1326,0.7884,0.3577
1327,0.7886,0.4688
1328,0.7887,0.4662
1329,0.7882,0.4324
1330,0.7884,0.4052
1331,0.7880,0.2569
1332,0.7889,0.3933
1333,0.7884,0.3526
1334,0.7887,0.3924
1335,0.7880,0.4451
1336,0.7886,0.4517
1337,0.7887,0.4443
1338,0.7885,0.2868
1339,0.7885,0.3529
1340,0.7886,0.3868
1341,0.7885,0.3532
1342,0.7886,0.4267
1343,0.7888,0.2884
1344,0.7887,0.4197
1345,0.7886,0.3857
1346,0.7888,0.3551
1347,0.7885,0.3699
1348,0.7887,0.3546
1349,0.7883,0.3327
1350,0.7887,0.4060
1351,0.7885,0.3922
1352,0.7888,0.4034
1353,0.7888,0.3646
1354,0.7888,0.3442
1355,0.7885,0.4193
1356,0.7887,0.3985
1357,0.7890,0.4692
1358,0.7891,0.4086
1359,0.7887,0.3077
1360,0.7889,0.4375
1361,0.7891,0.4167
1362,0.7884,0.3763
1363,0.7889,0.3660
1364,0.7891,0.4552
1365,0.7887,0.3478
1366,0.7893,0.3594
1367,0.7889,0.3564
1368,0.7890,0.3866
1369,0.7892,0.3644
1370,0.7886,0.4413
1371,0.7889,0.2924
1372,0.7892,0.3782
1373,0.7893,0.3948
1374,0.7892,0.3341
1375,0.7892,0.3042
1376,0.7893,0.3778
1377,0.7888,0.4638
1378,0.7888,0.3431
1379,0.7891,0.3516
1380,0.7893,0.4848
1381,0.7889,0.4098
1382,0.7889,0.3564
1383,0.7892,0.3932
1384,0.7891,0.3806
1385,0.7890,0.3539
1386,0.7890,0.4254
1387,0.7893,0.4234
1388,0.7890,0.4640
1389,0.7894,0.4285
1390,0.7892,0.3633
1391,0.7887,0.3392
1392,0.7891,0.4109
1393,0.7892,0.2291
1394,0.7895,0.3893
1395,0.7892,0.4070
1396,0.7892,0.3804
1397,0.7889,0.3278
1398,0.7893,0.4411
1399,0.7894,0.3515
1400,0.7893,0.4464
1401,0.7893,0.3326
1402,0.7896,0.3569
1403,0.7896,0.3621
1404,0.7890,0.4485
1405,0.7892,0.3658
1406,0.7891,0.3796
1407,0.7892,0.3868
1408,0.7895,0.4182
1409,0.7895,0.3801
1410,0.7892,0.3688
1411,0.7890,0.3227
1412,0.7893,0.4021
1413,0.7896,0.2785
1414,0.7895,0.3896
1415,0.7893,0.2838
1416,0.7896,0.3521
1417,0.7896,0.4246
1418,0.7894,0.2939
1419,0.7898,0.4114
1420,0.7898,0.4214
1421,0.7896,0.3718
1422,0.7895,0.2888
1423,0.7893,0.2826
1424,0.7898,0.3847
1425,0.7897,0.3475
1426,0.7896,0.2344
1427,0.7897,0.3236
1428,0.7896,0.4327
1429,0.7893,0.3922
1430,0.7892,0.3621
1431,0.7900,0.3585
1432,0.7894,0.2653
1433,0.7896,0.3576
1434,0.7896,0.3230
1435,0.7893,0.3344
1436,0.7892,0.3107
1437,0.7899,0.3084
1438,0.7896,0.4073
1439,0.7893,0.3756
1440,0.7898,0.3790
1441,0.7899,0.2691
1442,0.7897,0.2708
1443,0.7899,0.3951
1444,0.7900,0.4346
1445,0.7895,0.4483
1446,0.7896,0.3554
1447,0.7900,0.4365
1448,0.7899,0.4100
1449,0.7901,0.4148
1450,0.7900,0.4622
1451,0.7897,0.3525
1452,0.7897,0.2392
1453,0.7896,0.3702
1454,0.7901,0.2156
1455,0.7899,0.3543
1456,0.7901,0.3482
1457,0.7901,0.4765
1458,0.7898,0.4117
1459,0.7902,0.4021
1460,0.7901,0.2899
1461,0.7900,0.3461
1462,0.7897,0.3745
1463,0.7896,0.3999
1464,0.7898,0.4480
1465,0.7900,0.3765
1466,0.7900,0.2932
1467,0.7897,0.3586
1468,0.7904,0.2968
1469,0.7900,0.3837
1470,0.7898,0.3842
1471,0.7898,0.4195
1472,0.7894,0.4762
1473,0.7897,0.4334
1474,0.7901,0.4514
1475,0.7898,0.3046
1476,0.7898,0.3365
1477,0.7901,0.3176
1478,0.7899,0.4039
1479,0.7898,0.3620
1480,0.7898,0.4864
1481,0.7904,0.3111
1482,0.7902,0.4178
1483,0.7903,0.3817
1484,0.7898,0.4153
1485,0.7902,0.3892
1486,0.7902,0.3260
1487,0.7898,0.3401
1488,0.7899,0.4287
1489,0.7900,0.3381
1490,0.7902,0.4121
1491,0.7906,0.3184
1492,0.7901,0.2191
1493,0.7902,0.4276
1494,0.7903,0.3931
1495,0.7902,0.4404
1496,0.7902,0.3692
1497,0.7901,0.3328
1498,0.7903,0.3428
1499,0.7904,0.4257
1500,0.7901,0.3191
1501,0.7901,0.4189
1502,0.7905,0.4813
1503,0.7902,0.2871
1504,0.7903,0.3938
1505,0.7901,0.4005
1506,0.7906,0.3437
1507,0.7903,0.3432
1508,0.7903,0.2255
1509,0.7903,0.2857
1510,0.7897,0.4218
1511,0.7902,0.3732
1512,0.7905,0.3312
1513,0.7904,0.4206
1514,0.7902,0.3794
1515,0.7902,0.3682
1516,0.7907,0.3662
1517,0.7906,0.3728
1518,0.7905,0.3967
1519,0.7904,0.2712
1520,0.7903,0.3847
1521,0.7904,0.3741
1522,0.7906,0.3445
1523,0.7903,0.3290
1524,0.7905,0.3879
1525,0.7909,0.2789
1526,0.7906,0.3430
1527,0.7903,0.4400
1528,0.7904,0.4049
1529,0.7906,0.4568
1530,0.7909,0.3515
1531,0.7903,0.2604
1532,0.7909,0.4027
1533,0.7903,0.3582
1534,0.7909,0.3502
1535,0.7902,0.4510
1536,0.7904,0.3004
1537,0.7905,0.3616
1538,0.7901,0.4605
1539,0.7905,0.3676
1540,0.7910,0.4522
1541,0.7908,0.3808
1542,0.7907,0.4211
1543,0.7907,0.4072
1544,0.7903,0.3471
1545,0.7908,0.3388
1546,0.7907,0.4019
1547,0.7909,0.3904
1548,0.7906,0.3662
1549,0.7908,0.2940
1550,0.7910,0.4382
1551,0.7904,0.4054
1552,0.7907,0.2886
1553,0.7907,0.3413
1554,0.7907,0.3803
1555,0.7905,0.3017
1556,0.7909,0.3033
1557,0.7909,0.3059
1558,0.7909,0.3964
1559,0.7911,0.4557
1560,0.7907,0.4011
1561,0.7907,0.3873
1562,0.7910,0.4153
1563,0.7911,0.4005
1564,0.7907,0.4171
1565,0.7909,0.3990
1566,0.7909,0.3062
1567,0.7909,0.3537
1568,0.7908,0.3547
1569,0.7912,0.3525
1570,0.7911,0.4086
1571,0.7908,0.3732
1572,0.7910,0.2899
1573,0.7905,0.3330
1574,0.7910,0.3678
1575,0.7907,0.3491
1576,0.7908,0.3504
1577,0.7912,0.4700
1578,0.7911,0.3837
1579,0.7910,0.3428
1580,0.7909,0.4042
1581,0.7908,0.2899
1582,0.7909,0.4474
1583,0.7909,0.4347
1584,0.7911,0.4022
1585,0.7913,0.3957
1586,0.7911,0.4458
1587,0.7908,0.4467
1588,0.7908,0.3813
1589,0.7912,0.3255
1590,0.7910,0.4708
1591,0.7909,0.2511
1592,0.7910,0.4158
1593,0.7909,0.3321
1594,0.7909,0.3963
1595,0.7913,0.3517
1596,0.7909,0.4052
1597,0.7914,0.4058
1598,0.7910,0.3703
1599,0.7910,0.3549
1600,0.7907,0.3949
1601,0.7913,0.3753
1602,0.7912,0.4112
1603,0.7914,0.4049
1604,0.7906,0.3888
1605,0.7913,0.4178
1606,0.7911,0.4489
1607,0.7910,0.4223
1608,0.7912,0.3438
1609,0.7914,0.4682
1610,0.7916,0.2754
1611,0.7913,0.4245
1612,0.7918,0.3173
1613,0.7913,0.3878
1614,0.7914,0.3459
1615,0.7917,0.3984
1616,0.7911,0.3626
1617,0.7913,0.2208
1618,0.7916,0.3553
1619,0.7914,0.3614
1620,0.7913,0.3511
1621,0.7911,0.4093
1622,0.7912,0.3513
1623,0.7912,0.3785
1624,0.7914,0.4744
1625,0.7914,0.3454
1626,0.7913,0.2477
1627,0.7912,0.3392
1628,0.7914,0.3765
1629,0.7914,0.4098
1630,0.7916,0.3413
1631,0.7912,0.4155
1632,0.7914,0.4699
1633,0.7915,0.3059
1634,0.7916,0.2657
1635,0.7917,0.3589
1636,0.7917,0.3507
1637,0.7915,0.3837
1638,0.7911,0.3113
1639,0.7911,0.3414
1640,0.7915,0.2885
1641,0.7916,0.3289
1642,0.7912,0.3979
1643,0.7915,0.4615
1644,0.7917,0.4689
1645,0.7915,0.3327
1646,0.7914,0.4589
1647,0.7915,0.3887
1648,0.7918,0.3401
1649,0.7918,0.3605
1650,0.7913,0.4175
1651,0.7915,0.4233
1652,0.7919,0.3979
1653,0.7914,0.3874
1654,0.7918,0.3013
1655,0.7914,0.3784
1656,0.7919,0.4442
1657,0.7917,0.4052
1658,0.7922,0.4376
1659,0.7914,0.4379
1660,0.7916,0.4094
1661,0.7916,0.3746
1662,0.7918,0.4310
1663,0.7916,0.4059
1664,0.7914,0.2271
1665,0.7919,0.4038
1666,0.7919,0.3742
1667,0.7916,0.3682
1668,0.7914,0.4192
1669,0.7918,0.3125
1670,0.7921,0.3208
1671,0.7918,0.4791
1672,0.7917,0.3811
1673,0.7915,0.3769
1674,0.7915,0.4845
1675,0.7920,0.3840
1676,0.7918,0.2445
1677,0.7918,0.3743
1678,0.7911,0.4196
1679,0.7921,0.3666
1680,0.7918,0.3887
1681,0.7916,0.3997
1682,0.7918,0.3879
1683,0.7918,0.4337
1684,0.7916,0.3495
1685,0.7920,0.3929
1686,0.7916,0.4123
1687,0.7923,0.4498
1688,0.7920,0.4028
1689,0.7914,0.4543
1690,0.7919,0.3773
1691,0.7917,0.4178
1692,0.7920,0.3516
1693,0.7920,0.2067
1694,0.7918,0.3360
1695,0.7919,0.3201
1696,0.7921,0.4103
1697,0.7922,0.2294
1698,0.7919,0.4601
1699,0.7919,0.3904
1700,0.7917,0.3772
1701,0.7921,0.3841
1702,0.7920,0.2976
1703,0.7918,0.2981
1704,0.7922,0.3777
1705,0.7921,0.3999
1706,0.7920,0.3932
1707,0.7920,0.3455
1708,0.7918,0.4255
1709,0.7918,0.3883
1710,0.7923,0.2688
1711,0.7921,0.4478
1712,0.7922,0.3413
1713,0.7921,0.3978
1714,0.7921,0.3790
1715,0.7922,0.2473
1716,0.7919,0.4398
1717,0.7922,0.4315
1718,0.7922,0.3932
1719,0.7918,0.3179
1720,0.7921,0.3222
1721,0.7918,0.4538
1722,0.7921,0.3318
1723,0.7924,0.2621
1724,0.7921,0.4223
1725,0.7924,0.3385
1726,0.7923,0.4264
1727,0.7921,0.3036
1728,0.7920,0.3593
1729,0.7924,0.3307
1730,0.7921,0.4690
1731,0.7924,0.3672
1732,0.7920,0.3386
1733,0.7922,0.3375
1734,0.7921,0.4015
1735,0.7920,0.3474
1736,0.7922,0.3730
1737,0.7925,0.3332
1738,0.7921,0.4331
1739,0.7924,0.2699
1740,0.7921,0.3842
1741,0.7925,0.3164
1742,0.7923,0.3140
1743,0.7923,0.2831
1744,0.7921,0.3941
1745,0.7921,0.2994
1746,0.7923,0.4085
1747,0.7924,0.3957
1748,0.7922,0.3507
1749,0.7921,0.3667
1750,0.7922,0.4011
1751,0.7925,0.3457
1752,0.7923,0.2310
1753,0.7923,0.2911
1754,0.7921,0.3840
1755,0.7927,0.5087
1756,0.7927,0.2499
1757,0.7921,0.4101
1758,0.7923,0.3185
1759,0.7925,0.4325
1760,0.7926,0.3657
1761,0.7923,0.3762
1762,0.7920,0.3700
1763,0.7922,0.4078
1764,0.7922,0.3680
1765,0.7924,0.4419
1766,0.7923,0.4413
1767,0.7929,0.2971
1768,0.7925,0.4579
1769,0.7924,0.2632
1770,0.7924,0.4762
1771,0.7925,0.3701
1772,0.7922,0.3668
1773,0.7927,0.3765
1774,0.7923,0.4124
1775,0.7926,0.3717
1776,0.7926,0.4133
1777,0.7924,0.3881
1778,0.7923,0.3978
1779,0.7927,0.3111
1780,0.7924,0.4376
1781,0.7925,0.3626
1782,0.7926,0.3693
1783,0.7924,0.4399
1784,0.7925,0.4395
1785,0.7925,0.2785
1786,0.7926,0.4521
1787,0.7928,0.4262
1788,0.7927,0.3526
1789,0.7924,0.4192
1790,0.7927,0.2619
1791,0.7928,0.3539
1792,0.7929,0.3468
1793,0.7926,0.3498
1794,0.7926,0.4557
1795,0.7926,0.3050
1796,0.7925,0.4034
1797,0.7927,0.3259
1798,0.7925,0.4389
1799,0.7927,0.4581
1800,0.7930,0.3276
1801,0.7927,0.4110
1802,0.7925,0.3813
1803,0.7927,0.2700
1804,0.7925,0.3457
1805,0.7927,0.3141
1806,0.7926,0.3725
1807,0.7927,0.4079
1808,0.7928,0.2052
1809,0.7929,0.3176
1810,0.7926,0.3596
1811,0.7929,0.3942
1812,0.7925,0.3507
1813,0.7928,0.3445
1814,0.7927,0.3856
1815,0.7926,0.4360
1816,0.7926,0.3298
1817,0.7928,0.4242
1818,0.7930,0.3616
1819,0.7928,0.3835
1820,0.7927,0.2605
1821,0.7929,0.3640
1822,0.7931,0.3343
1823,0.7928,0.2846
1824,0.7928,0.4084
1825,0.7930,0.3941
1826,0.7927,0.3727
1827,0.7932,0.2976
1828,0.7932,0.3601
1829,0.7927,0.3643
1830,0.7929,0.3450
1831,0.7927,0.3973
1832,0.7923,0.3887
1833,0.7929,0.4208
1834,0.7933,0.3719
1835,0.7929,0.3510
1836,0.7927,0.3826
1837,0.7928,0.4965
1838,0.7932,0.3291
1839,0.7931,0.3996
1840,0.7931,0.3640
1841,0.7928,0.4645
1842,0.7932,0.4261
1843,0.7930,0.3667
1844,0.7929,0.3517
1845,0.7929,0.3481
1846,0.7928,0.3846
1847,0.7932,0.3341
1848,0.7926,0.4000
1849,0.7928,0.3722
1850,0.7930,0.3518
1851,0.7932,0.3539
1852,0.7930,0.3536
1853,0.7931,0.4002
1854,0.7930,0.2792
1855,0.7931,0.4258
1856,0.7931,0.3857
1857,0.7929,0.4115
1858,0.7929,0.4099
1859,0.7934,0.3951
1860,0.7930,0.4514
1861,0.7933,0.3305
1862,0.7930,0.3592
1863,0.7931,0.3941
1864,0.7931,0.3918
1865,0.7929,0.3873
1866,0.7935,0.2526
1867,0.7932,0.3508
1868,0.7930,0.3914
1869,0.7930,0.4159
1870,0.7932,0.3656
1871,0.7931,0.3876
1872,0.7934,0.3563
1873,0.7932,0.4113
1874,0.7929,0.3110
1875,0.7930,0.3277
1876,0.7930,0.3094
1877,0.7929,0.3791
1878,0.7933,0.4271
1879,0.7931,0.2907
1880,0.7931,0.3568
1881,0.7933,0.4580
1882,0.7930,0.3804
1883,0.7933,0.4040
1884,0.7931,0.4489
1885,0.7936,0.3399
1886,0.7935,0.3780
1887,0.7936,0.3620
1888,0.7933,0.3389
1889,0.7933,0.3720
1890,0.7932,0.3475
1891,0.7932,0.3640
1892,0.7934,0.3720
1893,0.7936,0.4525
1894,0.7937,0.4308
1895,0.7935,0.4028
1896,0.7929,0.2855
1897,0.7934,0.3939
1898,0.7937,0.3539
1899,0.7930,0.3137
1900,0.7935,0.2837
1901,0.7930,0.3872
1902,0.7932,0.4753
1903,0.7934,0.4538
1904,0.7930,0.3638
1905,0.7932,0.4096
1906,0.7932,0.3180
1907,0.7935,0.3934
1908,0.7933,0.3831
1909,0.7936,0.3307
1910,0.7932,0.2228
1911,0.7934,0.4299
1912,0.7935,0.2971
1913,0.7935,0.3739
1914,0.7935,0.2925
1915,0.7933,0.3675
1916,0.7933,0.1977
1917,0.7933,0.3747
1918,0.7930,0.3828
1919,0.7934,0.3081
1920,0.7934,0.4959
1921,0.7934,0.4212
1922,0.7933,0.4622
1923,0.7932,0.4029
1924,0.7934,0.3374
1925,0.7935,0.4507
1926,0.7934,0.2762
1927,0.7939,0.2788
1928,0.7935,0.2870
1929,0.7935,0.3356
1930,0.7936,0.2987
1931,0.7932,0.3206
1932,0.7936,0.3319
1933,0.7931,0.4239
1934,0.7936,0.4990
1935,0.7938,0.3403
1936,0.7933,0.3361
1937,0.7936,0.3705
1938,0.7938,0.3218
1939,0.7937,0.3242
1940,0.7936,0.3052
1941,0.7938,0.3963
1942,0.7935,0.4076
1943,0.7937,0.3656
1944,0.7932,0.4289
1945,0.7936,0.4796
1946,0.7936,0.3773
1947,0.7933,0.4646
1948,0.7934,0.3841
1949,0.7939,0.3413
1950,0.7937,0.2804
1951,0.7935,0.4668
1952,0.7939,0.2725
1953,0.7937,0.4782
1954,0.7934,0.3465
1955,0.7936,0.4087
1956,0.7941,0.3577
1957,0.7934,0.3743
1958,0.7940,0.3665
1959,0.7936,0.4082
1960,0.7936,0.4748
1961,0.7940,0.3051
1962,0.7937,0.3891
1963,0.7939,0.4162
1964,0.7938,0.3072
1965,0.7938,0.4121
1966,0.7940,0.4061
1967,0.7938,0.3088
1968,0.7937,0.2526
1969,0.7938,0.3367
1970,0.7938,0.2866
1971,0.7938,0.2810
1972,0.7933,0.3292
1973,0.7940,0.3675
1974,0.7938,0.4313
1975,0.7939,0.3137
1976,0.7939,0.4778
1977,0.7938,0.2510
1978,0.7937,0.3834
1979,0.7938,0.3842
1980,0.7935,0.4136
1981,0.7941,0.3672
1982,0.7940,0.2080
1983,0.7938,0.4114
1984,0.7934,0.2830
1985,0.7942,0.4775
1986,0.7939,0.3536
1987,0.7940,0.3941
1988,0.7938,0.3931
1989,0.7939,0.4256
1990,0.7937,0.2649
1991,0.7942,0.3878
1992,0.7940,0.3637
1993,0.7937,0.3746
1994,0.7940,0.3987
1995,0.7935,0.3079
1996,0.7939,0.4694
1997,0.7944,0.4137
1998,0.7938,0.3795
1999,0.7940,0.3469
2000,0.7938,0.4269
2001,0.7941,0.3342
2002,0.7937,0.3438
2003,0.7942,0.3095
2004,0.7936,0.2991
2005,0.7940,0.3768
2006,0.7939,0.3457
2007,0.7941,0.3088
2008,0.7939,0.3602
2009,0.7941,0.4248
2010,0.7939,0.3765
2011,0.7941,0.4810
2012,0.7940,0.3392
2013,0.7938,0.3074
2014,0.7939,0.4004
2015,0.7940,0.4038
2016,0.7941,0.4747
2017,0.7940,0.3471
2018,0.7940,0.4276
2019,0.7940,0.3684
2020,0.7941,0.3399
2021,0.7942,0.3650
2022,0.7938,0.3610
2023,0.7940,0.4167
2024,0.7940,0.3543
2025,0.7939,0.3943
2026,0.7939,0.3603
2027,0.7940,0.4629
2028,0.7938,0.3766
2029,0.7941,0.4376
2030,0.7943,0.3101
2031,0.7941,0.3994
2032,0.7941,0.4771
2033,0.7939,0.3759
2034,0.7939,0.3689
2035,0.7944,0.3160
2036,0.7941,0.4273
2037,0.7940,0.3198
2038,0.7940,0.4399
2039,0.7943,0.4170
2040,0.7943,0.4165
2041,0.7940,0.4244
2042,0.7944,0.3855
2043,0.7944,0.3951
2044,0.7944,0.4089
2045,0.7941,0.3593
2046,0.7940,0.4095
2047,0.7941,0.3151
2048,0.7939,0.3792
2049,0.7943,0.4215
2050,0.7941,0.4022
2051,0.7944,0.3369
2052,0.7945,0.3757
2053,0.7943,0.4261
2054,0.7941,0.3244
2055,0.7940,0.4229
2056,0.7943,0.3483
2057,0.7943,0.3948
2058,0.7944,0.4432
2059,0.7944,0.3209
2060,0.7941,0.2648
2061,0.7943,0.3858
2062,0.7944,0.3997
2063,0.7944,0.3065
2064,0.7944,0.3830
2065,0.7942,0.3573
2066,0.7941,0.3732
2067,0.7941,0.2586
2068,0.7944,0.4623
2069,0.7943,0.3950
2070,0.7942,0.4014
2071,0.7940,0.4132
2072,0.7947,0.3517
2073,0.7944,0.3951
2074,0.7943,0.3409
2075,0.7942,0.2607
2076,0.7943,0.3631
2077,0.7943,0.3590
2078,0.7946,0.3289
2079,0.7943,0.3487
2080,0.7944,0.4106
2081,0.7947,0.3133
2082,0.7947,0.4220
2083,0.7945,0.2216
2084,0.7944,0.4659
2085,0.7944,0.4243
2086,0.7945,0.3157
2087,0.7945,0.3600
2088,0.7944,0.4716
2089,0.7945,0.3753
2090,0.7945,0.4036
2091,0.7942,0.4420
2092,0.7943,0.4188
2093,0.7947,0.4297
2094,0.7949,0.3516
2095,0.7942,0.2988
2096,0.7947,0.3277
2097,0.7942,0.4298
2098,0.7947,0.3178
2099,0.7943,0.4245
2100,0.7945,0.3870
2101,0.7942,0.3598
2102,0.7945,0.4645
2103,0.7946,0.3658
2104,0.7947,0.4150
2105,0.7942,0.3580
2106,0.7944,0.3309
2107,0.7945,0.3502
2108,0.7947,0.4190
2109,0.7944,0.4530
2110,0.7949,0.3688
2111,0.7945,0.4213
2112,0.7946,0.2704
2113,0.7948,0.3599
2114,0.7949,0.4785
2115,0.7946,0.3042
2116,0.7945,0.2971
2117,0.7946,0.3309
2118,0.7944,0.4325
2119,0.7947,0.4027
2120,0.7945,0.3866
2121,0.7943,0.1894
2122,0.7948,0.3058
2123,0.7948,0.3838
2124,0.7946,0.2342
2125,0.7944,0.3858
2126,0.7947,0.3743
2127,0.7949,0.3319
2128,0.7944,0.2932
2129,0.7948,0.4049
2130,0.7945,0.2913
2131,0.7943,0.3481
2132,0.7949,0.4666
2133,0.7946,0.3961
2134,0.7947,0.3429
2135,0.7949,0.3786
2136,0.7948,0.3075
2137,0.7947,0.3808
2138,0.7942,0.3505
2139,0.7947,0.2618
2140,0.7945,0.3435
2141,0.7948,0.3728
2142,0.7946,0.2082
2143,0.7946,0.3196
2144,0.7947,0.4703
2145,0.7949,0.2872
2146,0.7949,0.3840
2147,0.7948,0.4270
2148,0.7944,0.3692
2149,0.7948,0.3683
2150,0.7947,0.4348
2151,0.7946,0.4338
2152,0.7947,0.4143
2153,0.7948,0.3445
2154,0.7948,0.4199
2155,0.7945,0.3988
2156,0.7948,0.3451
2157,0.7951,0.4003
2158,0.7948,0.3843
2159,0.7944,0.3524
2160,0.7947,0.3670
2161,0.7949,0.4112
2162,0.7949,0.2284
2163,0.7948,0.3068
2164,0.7948,0.4377
2165,0.7943,0.4437
2166,0.7949,0.3427
2167,0.7949,0.3598
2168,0.7952,0.4279
2169,0.7946,0.3858
2170,0.7948,0.4134
2171,0.7951,0.4213
2172,0.7949,0.3668
2173,0.7948,0.4159
2174,0.7950,0.4624
2175,0.7950,0.4206
2176,0.7947,0.3947
2177,0.7952,0.4136
2178,0.7950,0.3906
2179,0.7947,0.3860
2180,0.7949,0.4138
2181,0.7948,0.4230
2182,0.7951,0.4719
2183,0.7938,0.3959
2184,0.7952,0.3318
2185,0.7949,0.3174
2186,0.7950,0.4055
2187,0.7946,0.3422
2188,0.7949,0.3555
2189,0.7944,0.4060
2190,0.7947,0.2940
2191,0.7950,0.3165
2192,0.7950,0.3508
2193,0.7949,0.4024
2194,0.7951,0.4706
2195,0.7950,0.3502
2196,0.7952,0.3529
2197,0.7950,0.4439
2198,0.7949,0.4230
2199,0.7949,0.3864
2200,0.7947,0.3136
2201,0.7952,0.3534
2202,0.7949,0.4440
2203,0.7951,0.3502
2204,0.7950,0.3939
2205,0.7948,0.3617
2206,0.7952,0.3283
2207,0.7951,0.4401
2208,0.7953,0.3866
2209,0.7948,0.3188
2210,0.7946,0.4302
2211,0.7948,0.3808
2212,0.7951,0.4005
2213,0.7952,0.2584
2214,0.7950,0.3980
2215,0.7952,0.3927
2216,0.7947,0.3511
2217,0.7949,0.3561
2218,0.7951,0.4216
2219,0.7951,0.4553
2220,0.7951,0.4674
2221,0.7954,0.3434
